IdCliente,apoyoTecnico ,serviciosDeAlimentos ,servicioTelefonico ,servicioDeTransporte ,lineasTelefonicas ,serviciosMedicos ,servicioDeInternet ,ServiciosEntrega,seguridadOnline ,serviciosParaMascotas ,copiasDeSeguridad ,serviciosEducativos ,StreamingTV ,servicioProteccio_nMovil ,StreamingMovies 
5419-JKZNQ,No,No,Yes,Yes,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,No,No
2495-KZNFB,No,Yes,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,No,Yes
1409-PHXTF,Yes,No,Yes,Yes,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Yes,Yes
4560-WQAQW,Yes,Yes,Yes,No,Yes,No,DSL,Yes,Yes,Yes,No,No,No,No,Yes
9591-YVTEB,No,No,No,No,No phone service,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,No,No
9309-BZGNT,No,Yes,No,Yes,No phone service,No,DSL,Yes,No,Yes,No,No,No,Yes,No
4274-DRSQT,No,Yes,Yes,No,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,No,No
2027-DNKIV,Yes,No,Yes,Yes,No,No,DSL,No,Yes,Yes,No,No,No,Yes,No
8075-GXIUB,No internet service,Yes,Yes,No,No,Yes,No,Yes,No internet service,No,No internet service,Yes,No internet service,No internet service,No internet service
2885-HIJDH,Yes,No,Yes,Yes,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Yes,Yes
5424-RLQLC,No,No,Yes,No,No,No,DSL,No,No,Yes,Yes,Yes,Yes,No,No
6682-QJDGB,No,No,Yes,No,No,No,DSL,Yes,Yes,No,Yes,No,No,No,No
6507-DTJZV,No,Yes,Yes,No,No,No,DSL,Yes,No,No,No,No,Yes,No,Yes
8780-IXSTS,No,No,Yes,No,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,No,No
7673-BQGKU,No internet service,Yes,Yes,No,No,No,No,No,No internet service,Yes,No internet service,No,No internet service,No internet service,No internet service
6723-WSNTY,Yes,Yes,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Yes,Yes
9530-EHPOH,No,No,Yes,No,Yes,No,DSL,No,No,No,No,No,No,Yes,No
2725-IWWBA,Yes,Yes,Yes,Yes,No,No,DSL,No,Yes,No,No,No,No,Yes,No
0345-HKJVM,No,Yes,Yes,Yes,No,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,No,Yes
1061-PNTHC,Yes,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes
0394-YONDK,No internet service,No,Yes,No,Yes,Yes,No,No,No internet service,Yes,No internet service,No,No internet service,No internet service,No internet service
6574-MCOEH,Yes,No,Yes,No,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Yes,Yes
7399-QHBJS,Yes,No,Yes,No,Yes,No,DSL,No,Yes,No,Yes,No,No,No,No
3049-SOLAY,No,Yes,Yes,No,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,No,Yes
0997-YTLNY,Yes,No,Yes,Yes,No,Yes,DSL,No,No,No,No,No,No,No,No
3317-HRTNN,No,No,No,No,No phone service,No,DSL,Yes,No,Yes,No,No,Yes,No,Yes
9479-HYNYL,Yes,Yes,Yes,No,No,Yes,DSL,No,No,No,Yes,No,Yes,Yes,Yes
3235-ETOOB,No,No,Yes,Yes,No,No,Fiber optic,No,Yes,Yes,No,No,No,No,No
9708-KFDBY,No internet service,No,Yes,Yes,No,Yes,No,Yes,No internet service,Yes,No internet service,Yes,No internet service,No internet service,No internet service
8058-INTPH,No,No,Yes,Yes,No,No,Fiber optic,No,No,No,No,Yes,Yes,No,No
3642-GKTCT,Yes,Yes,Yes,No,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
0774-RMNUW,Yes,Yes,No,Yes,No phone service,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
1334-PDUKM,No,No,Yes,No,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Yes,No
0756-MPZRL,Yes,No,No,No,No phone service,No,DSL,No,No,No,No,No,No,Yes,No
2242-MFOTG,No,Yes,Yes,No,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,No,No
2927-CVULT,Yes,Yes,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Yes,Yes
2144-BFDSO,No,No,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
8745-PVESG,Yes,Yes,No,No,No phone service,No,DSL,Yes,Yes,Yes,No,Yes,No,Yes,No
7647-GYYKX,No internet service,No,Yes,No,No,No,No,Yes,No internet service,No,No internet service,Yes,No internet service,No internet service,No internet service
5647-FXOTP,No,Yes,Yes,Yes,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
5569-OUICF,Yes,Yes,Yes,No,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,No,Yes
8821-XNHVZ,No,Yes,Yes,No,No,No,Fiber optic,No,No,Yes,No,Yes,Yes,No,No
2082-OJVTK,No,No,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Yes,Yes
9700-ISPUP,Yes,No,Yes,Yes,No,No,DSL,No,No,Yes,Yes,No,No,No,Yes
9839-ETQOE,No,No,No,Yes,No phone service,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,No
6078-VESFR,No,No,Yes,No,No,No,Fiber optic,No,No,No,No,Yes,No,No,No
9027-TMATR,Yes,No,Yes,No,No,No,DSL,No,Yes,No,No,Yes,Yes,Yes,Yes
5940-NFXKV,No,Yes,Yes,No,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,No,Yes
1941-HOSAM,No,Yes,Yes,No,No,Yes,Fiber optic,No,No,No,No,No,Yes,No,Yes
9110-HSGTV,Yes,Yes,Yes,Yes,No,No,DSL,Yes,Yes,No,No,No,Yes,Yes,Yes
0704-VCUMB,No internet service,No,Yes,Yes,No,Yes,No,No,No internet service,Yes,No internet service,Yes,No internet service,No internet service,No internet service
6171-ZTVYB,Yes,No,Yes,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,No,No
8053-WWDRO,No internet service,Yes,Yes,Yes,No,Yes,No,No,No internet service,Yes,No internet service,No,No internet service,No internet service,No internet service
9564-KCLHR,Yes,No,Yes,Yes,No,No,DSL,No,No,Yes,No,No,No,No,No
1935-IMVBB,No,No,Yes,Yes,No,No,Fiber optic,Yes,No,No,No,No,Yes,No,Yes
2535-PBCGC,Yes,No,No,Yes,No phone service,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2082-CEFLT,No,Yes,Yes,Yes,No,No,DSL,Yes,No,Yes,No,Yes,No,No,No
1470-PSXNM,No,Yes,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Yes,No
1213-NGCUN,Yes,Yes,Yes,Yes,No,No,DSL,No,No,Yes,No,Yes,No,No,No
2498-XLDZR,Yes,Yes,Yes,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
9866-OCCKE,Yes,No,Yes,No,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Yes,Yes
5338-YHWYT,Yes,No,Yes,Yes,No,No,DSL,Yes,Yes,No,Yes,No,No,No,No
7718-UPSKJ,Yes,No,Yes,Yes,No,No,Fiber optic,No,Yes,No,Yes,No,Yes,No,Yes
8731-WBBMB,Yes,No,Yes,Yes,No,Yes,DSL,Yes,No,No,Yes,No,Yes,Yes,Yes
1448-CYWKC,No,No,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Yes,Yes
7901-IIDQV,Yes,No,Yes,No,Yes,No,DSL,No,No,No,No,Yes,No,No,No
2690-DVRVK,No internet service,No,Yes,No,No,No,No,Yes,No internet service,Yes,No internet service,No,No internet service,No internet service,No internet service
5688-KZTSN,No internet service,Yes,Yes,Yes,No,Yes,No,No,No internet service,No,No internet service,No,No internet service,No internet service,No internet service
1270-XKUCC,No internet service,No,Yes,No,No,Yes,No,Yes,No internet service,Yes,No internet service,No,No internet service,No internet service,No internet service
0334-ZFJSR,Yes,Yes,Yes,Yes,Yes,No,DSL,Yes,Yes,No,Yes,No,No,No,No
2894-QOJRX,No,No,No,No,No phone service,Yes,DSL,No,No,Yes,No,No,Yes,No,No
5747-PMBSQ,Yes,No,Yes,Yes,No,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Yes,No
5583-EJXRD,Yes,No,No,No,No phone service,No,DSL,Yes,Yes,No,Yes,Yes,No,Yes,Yes
4565-EVZMJ,Yes,Yes,Yes,No,No,No,DSL,No,Yes,Yes,Yes,Yes,No,No,No
3143-JQEGI,No,No,Yes,Yes,No,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,No,Yes
6386-SZZKH,Yes,No,Yes,No,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Yes,Yes
3327-YBAKM,Yes,No,Yes,No,No,No,Fiber optic,No,Yes,Yes,No,No,Yes,No,Yes
9441-QHEVC,No internet service,Yes,Yes,Yes,No,Yes,No,Yes,No internet service,Yes,No internet service,Yes,No internet service,No internet service,No internet service
6705-LNMDD,Yes,No,Yes,No,No,No,DSL,No,No,No,No,Yes,No,No,No
2580-ASVVY,Yes,No,No,No,No phone service,No,DSL,Yes,Yes,No,No,Yes,Yes,No,No
3370-GQEAL,No,No,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,No,No
5032-USPKF,No,Yes,Yes,No,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Yes,Yes
2982-IHMFT,No,Yes,Yes,Yes,Yes,No,Fiber optic,Yes,No,No,No,No,No,No,No
3521-SYVOR,No,Yes,Yes,Yes,No,No,DSL,Yes,No,No,No,No,Yes,No,Yes
4254-QPEDE,Yes,Yes,No,Yes,No phone service,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
6283-GITPX,Yes,No,Yes,No,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
9526-JAWYF,No,Yes,Yes,No,No,No,Fiber optic,No,No,No,Yes,Yes,Yes,Yes,No
0771-CHWSK,No,Yes,Yes,No,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Yes,Yes
9788-HNGUT,Yes,No,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Yes,Yes
9495-REDIY,No,No,No,Yes,No phone service,Yes,DSL,No,Yes,No,No,Yes,Yes,No,No
5375-XLDOF,Yes,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Yes,Yes
1172-VIYBP,No,No,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,Yes
5649-VUKMC,No,Yes,Yes,Yes,No,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Yes,Yes
6559-PDZLR,Yes,No,Yes,Yes,No,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Yes,Yes
8992-OBVDG,No,No,Yes,Yes,No,No,DSL,Yes,No,Yes,No,Yes,No,Yes,Yes
4273-MBHYA,No,Yes,Yes,No,No,No,Fiber optic,No,No,Yes,No,No,Yes,No,Yes
4724-WXVWF,Yes,Yes,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,No,Yes
5701-GUXDC,No,No,No,No,No phone service,No,DSL,No,Yes,Yes,No,Yes,No,Yes,No
1460-UZPRJ,No internet service,Yes,Yes,Yes,No,No,No,Yes,No internet service,Yes,No internet service,No,No internet service,No internet service,No internet service
6082-GLJIX,No internet service,No,Yes,No,No,Yes,No,No,No internet service,No,No internet service,No,No internet service,No internet service,No internet service
5143-EGQFK,Yes,No,No,No,No phone service,No,DSL,Yes,No,Yes,No,No,No,No,No
4919-IKATY,No,Yes,Yes,Yes,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Yes,No
2495-TTHBQ,No internet service,Yes,Yes,Yes,No,No,No,Yes,No internet service,Yes,No internet service,Yes,No internet service,No internet service,No internet service
0485-ZBSLN,No internet service,No,Yes,Yes,Yes,Yes,No,Yes,No internet service,Yes,No internet service,No,No internet service,No internet service,No internet service
3810-PJUHR,No internet service,Yes,Yes,Yes,Yes,No,No,Yes,No internet service,No,No internet service,Yes,No internet service,No internet service,No internet service
9050-QLROH,No,No,Yes,Yes,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Yes,Yes
0847-HGRML,No internet service,Yes,Yes,No,No,Yes,No,No,No internet service,No,No internet service,No,No internet service,No internet service,No internet service
8232-CTLKO,No,Yes,Yes,Yes,No,Yes,DSL,No,Yes,No,No,No,Yes,No,No
9227-YBAXE,Yes,No,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
6168-WFVVF,No,No,Yes,No,No,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,No,No
9860-LISIZ,No internet service,No,Yes,No,No,Yes,No,Yes,No internet service,Yes,No internet service,Yes,No internet service,No internet service,No internet service
0112-QAWRZ,No,Yes,Yes,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,No
0877-SDMBN,No,Yes,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes
2786-GCDPI,Yes,Yes,Yes,No,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Yes,Yes
4043-MKDTV,Yes,No,Yes,Yes,No,No,Fiber optic,No,No,No,Yes,No,Yes,Yes,Yes
8065-YKXKD,No,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,No,No
9637-EIHEQ,Yes,No,Yes,No,No,Yes,DSL,No,No,No,No,No,No,No,No
9229-RQABD,No internet service,Yes,Yes,Yes,Yes,No,No,Yes,No internet service,Yes,No internet service,No,No internet service,No internet service,No internet service
8313-KTIHG,Yes,Yes,Yes,Yes,No,No,DSL,Yes,No,Yes,No,No,Yes,No,No
5320-BRKGK,Yes,No,Yes,No,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Yes,No
6284-KMNUF,No,Yes,Yes,No,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,No,Yes
9689-PTNPG,No,Yes,Yes,Yes,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,No,No
9465-RWMXL,No,Yes,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Yes,No
6229-UOLQL,Yes,Yes,No,No,No phone service,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,No,No
2362-IBOOY,No,No,Yes,No,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,No,Yes
3137-LUPIX,Yes,No,Yes,No,Yes,Yes,DSL,Yes,No,No,No,No,Yes,No,No
0843-WTBXE,No,Yes,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,No,No
6143-JQKEA,No,No,Yes,No,No,No,DSL,No,No,Yes,No,No,No,No,No
8676-OOQEJ,Yes,No,No,No,No phone service,Yes,DSL,No,No,Yes,No,Yes,No,No,No
5515-IDEJJ,No internet service,No,Yes,No,No,No,No,Yes,No internet service,Yes,No internet service,No,No internet service,No internet service,No internet service
9701-CDXHR,No,No,Yes,Yes,No,Yes,Fiber optic,Yes,No,No,No,Yes,No,No,No
7450-NWRTR,No,No,Yes,No,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes
8124-NZVGJ,Yes,No,No,No,No phone service,Yes,DSL,No,No,Yes,No,Yes,Yes,No,Yes
2162-FRZAA,Yes,No,No,Yes,No phone service,Yes,DSL,No,No,No,Yes,No,No,Yes,No
5376-DEQCP,No,No,Yes,No,No,Yes,Fiber optic,No,No,Yes,No,No,No,No,No
5118-MUEYH,Yes,Yes,Yes,No,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,No,Yes
9095-HFAFX,No,No,Yes,No,No,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,No,No
5627-TVBPP,No internet service,Yes,Yes,Yes,No,Yes,No,No,No internet service,Yes,No internet service,No,No internet service,No internet service,No internet service
2379-ENZGV,No,No,Yes,No,No,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,No,No
3936-QQFLL,No internet service,Yes,Yes,No,No,Yes,No,No,No internet service,Yes,No internet service,No,No internet service,No internet service,No internet service
2589-AYCRP,No internet service,Yes,Yes,No,No,Yes,No,Yes,No internet service,Yes,No internet service,Yes,No internet service,No internet service,No internet service
4067-HLYQI,No,No,Yes,No,No,Yes,Fiber optic,No,No,Yes,No,No,No,No,No
5124-EOGYE,No internet service,No,Yes,Yes,No,Yes,No,No,No internet service,Yes,No internet service,Yes,No internet service,No internet service,No internet service
5057-RKGLH,No internet service,Yes,Yes,Yes,No,No,No,Yes,No internet service,No,No internet service,Yes,No internet service,No internet service,No internet service
0292-WEGCH,Yes,No,Yes,No,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Yes,Yes
8910-ICHIU,No,No,Yes,No,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
4097-YODCF,No,Yes,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,No,Yes
9715-WZCLW,No,Yes,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,No,Yes
9786-YWNHU,Yes,Yes,Yes,No,No,No,DSL,No,Yes,Yes,Yes,Yes,No,Yes,No
6407-GSJNL,No internet service,Yes,Yes,Yes,Yes,No,No,Yes,No internet service,Yes,No internet service,No,No internet service,No internet service,No internet service
6005-OBZPH,No,Yes,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,No,No
4049-ZPALD,No,Yes,Yes,Yes,No,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Yes,Yes
7932-WPTDS,No,No,No,No,No phone service,No,DSL,Yes,No,Yes,No,Yes,No,No,No
3733-UOCWF,Yes,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,No,No
6833-JMZYP,No,No,Yes,No,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Yes
2722-VOJQL,Yes,Yes,Yes,No,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,No,Yes
1310-QRITU,No,No,Yes,Yes,Yes,Yes,DSL,No,No,No,No,No,No,No,No
8961-QDZZJ,No,No,Yes,No,No,No,Fiber optic,Yes,No,No,Yes,No,Yes,No,Yes
9715-SBVSU,No,Yes,Yes,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,Yes
8490-BXHEO,No,Yes,Yes,Yes,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,No,No
7173-TETGO,No,No,Yes,No,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,No,No
7929-SKFGK,Yes,Yes,Yes,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2300-RQGOI,No internet service,Yes,Yes,No,No,No,No,Yes,No internet service,Yes,No internet service,No,No internet service,No internet service,No internet service
3563-SVYLG,Yes,Yes,Yes,Yes,No,No,DSL,No,Yes,No,Yes,No,No,Yes,No
5228-EXCET,No,No,Yes,No,No,No,Fiber optic,Yes,No,Yes,No,Yes,No,No,Yes
6435-VWCCY,No,Yes,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,No,No
4998-IKFSE,No,No,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Yes
8630-QSGXK,Yes,Yes,Yes,No,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,No,Yes
2455-USLMV,No,Yes,Yes,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Yes,No
7394-FKDNK,No,No,Yes,Yes,No,No,Fiber optic,No,No,Yes,No,No,Yes,No,Yes
9488-FVZCC,Yes,Yes,Yes,No,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Yes,Yes
6331-LWDTQ,No,Yes,Yes,Yes,Yes,Yes,DSL,Yes,No,No,No,No,Yes,No,Yes
5995-WWKKG,No internet service,Yes,Yes,No,No,Yes,No,Yes,No internet service,Yes,No internet service,Yes,No internet service,No internet service,No internet service
1597-FZREH,Yes,Yes,Yes,No,No,No,DSL,Yes,No,Yes,No,No,Yes,Yes,Yes
7879-CGSFV,No,No,Yes,No,No,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,No,Yes
9921-EZKBY,No,Yes,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Yes,Yes
7432-FFVAR,Yes,Yes,Yes,Yes,No,No,Fiber optic,No,No,Yes,No,Yes,No,Yes,Yes
7246-ZGQDF,Yes,No,Yes,No,No,No,DSL,Yes,Yes,Yes,No,No,No,No,No
7000-WCEVQ,No,Yes,Yes,No,Yes,No,DSL,No,No,Yes,No,Yes,No,No,Yes
0727-IWKVK,No,No,Yes,Yes,No,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Yes,No
5959-BELXA,No,No,Yes,Yes,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,No,Yes
4456-RHSNB,No,No,Yes,Yes,No,Yes,DSL,Yes,No,Yes,No,No,No,Yes,No
3512-IZIKN,Yes,Yes,Yes,Yes,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Yes,No
2481-SBOYW,No internet service,No,Yes,Yes,Yes,Yes,No,Yes,No internet service,Yes,No internet service,No,No internet service,No internet service,No internet service
7109-MFBYV,No,No,Yes,No,No,Yes,DSL,Yes,No,Yes,No,Yes,No,No,No
1833-TCXKK,No,No,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Yes,Yes
1832-PEUTS,No,No,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,No
6141-OOXUQ,No internet service,No,Yes,No,No,No,No,Yes,No internet service,No,No internet service,Yes,No internet service,No internet service,No internet service
8660-BUETV,No,Yes,Yes,No,No,No,DSL,Yes,No,No,No,Yes,No,No,No
0580-PIQHM,No,No,Yes,Yes,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Yes,Yes
5696-CEIQJ,Yes,No,Yes,Yes,No,No,Fiber optic,No,No,Yes,Yes,No,Yes,Yes,Yes
7503-ZGUZJ,No,No,Yes,Yes,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,No,No
1696-HXOWK,No,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,No,No
3026-ATZYV,No,No,Yes,No,No,No,DSL,Yes,Yes,No,Yes,No,Yes,No,Yes
4012-YCFAI,Yes,Yes,Yes,No,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,No
2506-TNFCO,No,No,Yes,Yes,No,No,Fiber optic,Yes,No,Yes,No,Yes,No,No,No
9970-QBCDA,No internet service,Yes,Yes,Yes,No,Yes,No,No,No internet service,No,No internet service,No,No internet service,No internet service,No internet service
8718-PTMEZ,No,No,No,Yes,No phone service,No,DSL,Yes,No,No,Yes,Yes,No,No,No
9496-IVVRP,No,No,Yes,Yes,No,Yes,DSL,No,Yes,No,No,Yes,No,No,No
2207-OBZNX,No,Yes,Yes,No,No,Yes,DSL,Yes,Yes,Yes,No,No,No,No,No
2657-VPXTA,No,Yes,Yes,Yes,No,No,Fiber optic,No,No,No,No,No,Yes,No,Yes
6551-VLJMV,No internet service,Yes,Yes,No,No,No,No,No,No internet service,No,No internet service,No,No internet service,No internet service,No internet service
1221-GHZEP,Yes,No,Yes,No,No,Yes,DSL,No,Yes,Yes,No,Yes,No,No,Yes
9289-LBQVU,Yes,No,Yes,No,Yes,No,DSL,Yes,No,No,Yes,Yes,No,No,Yes
6142-VSJQO,No,No,Yes,No,No,Yes,DSL,Yes,No,Yes,No,No,No,No,No
3458-IDMFK,No internet service,No,Yes,Yes,No,No,No,No,No internet service,No,No internet service,No,No internet service,No internet service,No internet service
6933-FHBZC,No,Yes,Yes,No,No,Yes,DSL,No,No,No,Yes,No,No,Yes,No
0221-NAUXK,No internet service,Yes,Yes,Yes,No,No,No,Yes,No internet service,Yes,No internet service,No,No internet service,No internet service,No internet service
9770-KXGQU,No,No,Yes,Yes,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Yes,No
6437-UKHMV,No,No,Yes,Yes,No,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,No,No
6538-POCHL,No,Yes,Yes,No,No,Yes,Fiber optic,No,No,No,Yes,No,No,Yes,No
6726-NNFWD,No,Yes,Yes,No,No,No,Fiber optic,No,No,No,Yes,No,No,Yes,Yes
3002-WQZWT,No,No,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,Yes,No,No,No
4277-UDIEF,Yes,Yes,Yes,Yes,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,No,Yes
1208-NBVFH,No,No,Yes,Yes,No,Yes,DSL,Yes,No,Yes,No,No,No,Yes,No
4912-PIGUY,No,Yes,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,No,No
1114-CENIM,No,Yes,Yes,No,Yes,No,DSL,Yes,No,No,Yes,Yes,No,No,No
6060-DRTNL,No,Yes,Yes,No,No,No,Fiber optic,No,No,Yes,No,No,Yes,Yes,No
2725-TTRIQ,Yes,Yes,Yes,Yes,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Yes,Yes
3374-TTZTK,Yes,No,Yes,No,No,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Yes,Yes
8990-ZXLSU,No,Yes,Yes,No,No,No,Fiber optic,Yes,No,Yes,No,No,No,No,No
2275-RBYQS,No,No,Yes,Yes,No,No,DSL,No,No,Yes,No,Yes,No,No,No
8473-VUVJN,No,No,Yes,No,Yes,No,Fiber optic,No,No,No,No,Yes,No,No,No
6289-CPNLD,Yes,Yes,Yes,Yes,No,Yes,DSL,Yes,No,No,No,Yes,Yes,Yes,Yes
5536-SLHPM,No,No,Yes,No,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Yes,No
4419-UJMUS,Yes,Yes,Yes,No,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,No,Yes
7794-JASDG,No,Yes,Yes,Yes,No,Yes,DSL,No,Yes,No,No,Yes,No,No,No
7609-YBPXG,Yes,Yes,Yes,No,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Yes,Yes
5519-TEEUH,No internet service,No,Yes,Yes,No,Yes,No,No,No internet service,No,No internet service,No,No internet service,No internet service,No internet service
7856-GANIL,Yes,Yes,Yes,No,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes,No
0804-XBFBV,No,No,No,Yes,No phone service,Yes,DSL,No,No,No,No,Yes,No,No,No
2676-OXPPQ,No,No,Yes,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,No
3703-TTEPD,No,No,Yes,No,No,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,No
2799-TSLAG,No internet service,No,Yes,No,Yes,No,No,Yes,No internet service,No,No internet service,No,No internet service,No internet service,No internet service
0196-VULGZ,No,Yes,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,No,Yes
8837-VVWLQ,No,Yes,Yes,Yes,No,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,No,No
2696-NARTR,Yes,Yes,Yes,No,No,No,Fiber optic,No,No,Yes,No,No,No,No,No
2208-NKVVH,No internet service,Yes,Yes,Yes,Yes,No,No,No,No internet service,Yes,No internet service,Yes,No internet service,No internet service,No internet service
